Ticker,Exchange,Sector,Industry,MarketCap,ProfitMargin,TradingAge
PEG,NYQ,Utilities,Utilities - Regulated Electric,39652794368.0,0.17349,46
RKT,NYQ,Financial Services,Mortgage Finance,38490480640.0,-0.00962,6
ALNY,NMS,Healthcare,Biotechnology,41400967168.0,0.08448,22
EBAY,NMS,Consumer Cyclical,Internet Retail,40218959872.0,0.18297,28
MSCI,NYQ,Financial Services,Financial Data & Stock Exchanges,40603959296.0,0.38358003,19
RKLB,NCM,Industrials,Aerospace & Defense,38149357568.0,-0.32936,6
RBLX,NYQ,Communication Services,Electronic Gaming & Multimedia,40367894528.0,-0.21778,5
VTR,NYQ,Real Estate,REIT - Healthcare Facilities,39184629760.0,0.04321,29
WAB,NYQ,Industrials,Railroads,40356151296.0,0.104770005,31
JD,NMS,Consumer Cyclical,Internet Retail,39451369472.0,0.015,12
AMP,NYQ,Financial Services,Asset Management,40780034048.0,0.18841,21
AXON,NMS,Industrials,Aerospace & Defense,39898951680.0,0.044850003,25
EQT,NYQ,Energy,Oil & Gas E&P,40371798016.0,0.24927,46
ED,NYQ,Utilities,Utilities - Regulated Electric,39544578048.0,0.11958,64
DHI,NYQ,Consumer Cyclical,Residential Construction,38751170560.0,0.09948,34
ROK,NYQ,Industrials,Specialty Industrial Machinery,39926145024.0,0.11557,45
PCG,NYQ,Utilities,Utilities - Regulated Electric,38068801536.0,0.10399,54
AIG,NYQ,Financial Services,Insurance - Diversified,40139063296.0,0.11634,53
CBRE,NYQ,Real Estate,Real Estate Services,39279300608.0,0.02853,22
FITB,NMS,Financial Services,Banks - Regional,40016850944.0,0.30186,46
SYY,NYQ,Consumer Defensive,Food Distribution,38951432192.0,0.021760002,53
ERIC,NMS,Technology,Communication Equipment,37609992192.0,0.12011,45
KBGGY,PNK,Industrials,Aerospace & Defense,36869722112.0,0.25198,3
HEI,NYQ,Industrials,Aerospace & Defense,38389882880.0,0.1538,46
PTCAY,PNK,Basic Materials,Specialty Chemicals,38537490432.0,0.2208,14
MT,NYQ,Basic Materials,Steel,36601950208.0,0.05138,29
ODFL,NMS,Industrials,Trucking,38457384960.0,0.18625,35
ROP,NMS,Technology,Software - Application,38069207040.0,0.19441,34
GBTC,PCX,,,37838020608.0,,11
WEC,NYQ,Utilities,Utilities - Regulated Electric,36518109184.0,0.15893,46
ALC,NYQ,Healthcare,Medical Instruments & Supplies,36812492800.0,0.09422,7
DIA,PCX,,,37037826048.0,,28
BBD,NYQ,Financial Services,Banks - Regional,36046127104.0,0.26519,24
TTWO,NMS,Communication Services,Electronic Gaming & Multimedia,37151752192.0,-0.60449004,29
FRFHF,PNK,Financial Services,Insurance - Property & Casualty,37177847808.0,0.12139,24
KB,NYQ,Financial Services,Banks - Regional,36174876672.0,0.36723,25
CCI,NYQ,Real Estate,REIT - Specialty,35914760192.0,0.10413,28
NUE,NYQ,Basic Materials,Steel,36292407296.0,0.05367,46
KDP,NMS,Consumer Defensive,Beverages - Non-Alcoholic,36126932992.0,0.12522,18
NTR,NYQ,Basic Materials,Agricultural Inputs,36145086464.0,0.08736,8
TPL,NYQ,Energy,Oil & Gas E&P,35808927744.0,0.60308,46
FMX,NYQ,Consumer Defensive,Beverages - Brewers,35034017792.0,0.02311,28
HIG,NYQ,Financial Services,Insurance - Diversified,36996120576.0,0.13518,31
LVS,NYQ,Consumer Cyclical,Resorts & Casinos,35787796480.0,0.124989994,22
GFI,NYQ,Basic Materials,Gold,34968596480.0,0.40764,46
PUK,NYQ,Financial Services,Insurance - Life,35835781120.0,0.27573,26
LYV,NYQ,Communication Services,Entertainment,34950266880.0,0.01968,21
ASTS,NMS,Technology,Communication Equipment,34355726336.0,0.0,7
XYZ,NYQ,Technology,Software - Infrastructure,36077072384.0,0.053969998,11
ARES,NYQ,Financial Services,Asset Management,35034435584.0,0.09415,12
MDLN,NMS,Healthcare,Medical Instruments & Supplies,34681700352.0,0.040760003,1
CPNG,NYQ,Consumer Cyclical,Internet Retail,34424848384.0,0.00602,5
VG,NYQ,Energy,Oil & Gas Midstream,38844698624.0,0.19587,1
WDAY,NMS,Technology,Software - Application,35757481984.0,0.07255,14
SLF,NYQ,Financial Services,Insurance - Diversified,34436218880.0,0.10181,26
CCL,NYQ,Consumer Cyclical,Travel Services,33409568768.0,0.10366999,39
TEVA,NYQ,Healthcare,Drug Manufacturers - Specialty & Generic,33460070400.0,0.0817,44
NRG,NYQ,Utilities,Utilities - Independent Power Producers,30964449280.0,0.02813,23
MCHP,NMS,Technology,Semiconductors,34075301888.0,-0.01574,33
MLM,NYQ,Basic Materials,Building Materials,33816363008.0,0.18488,32
MDY,PCX,,,33330518016.0,,31
CRCL,NYQ,Financial Services,Capital Markets,33458520064.0,-0.025309999,1
VMC,NYQ,Basic Materials,Building Materials,34142625792.0,0.13559,53
TCOM,NMS,Consumer Cyclical,Travel Services,33372993536.0,0.53348,23
QSR,NYQ,Consumer Cyclical,Restaurants,33619728384.0,0.08226,12
STT,NYQ,Financial Services,Asset Management,34067738624.0,0.21209998,46
VOD,NMS,Communication Services,Telecom Services,33226145792.0,-0.11356,38
EME,NYQ,Industrials,Engineering & Construction,32452116480.0,0.07493,31
CHT,NYQ,Communication Services,Telecom Services,32511655936.0,0.16396,23
KVUE,NYQ,Consumer Defensive,Household & Personal Products,33351137280.0,0.097200006,3
ACGL,NMS,Financial Services,Insurance - Diversified,33470375936.0,0.22073,31
RMD,NYQ,Healthcare,Medical Instruments & Supplies,32986923008.0,0.27526,31
KGC,NYQ,Basic Materials,Gold,32023707648.0,0.33897,45
ADM,NYQ,Consumer Defensive,Farm Products,31841126400.0,0.01343,46
IX,NYQ,Financial Services,Financial Conglomerates,32376066048.0,0.15005,28
PAYX,NMS,Technology,Software - Application,33222438912.0,0.26446,43
CLS,NYQ,Technology,Electronic Components,30997850112.0,0.06719,28
KMB,NMS,Consumer Defensive,Household & Personal Products,32594776064.0,0.122880004,46
CUK,NYQ,Consumer Cyclical,Travel Services,33286195200.0,0.10366999,26
ONC,NMS,Healthcare,Biotechnology,31617419264.0,0.0537,10
IR,NYQ,Industrials,Specialty Industrial Machinery,32158035968.0,0.07599,9
HMC,NYQ,Consumer Cyclical,Auto Manufacturers,31647799296.0,0.02325,46
CQP,NYQ,Energy,Oil & Gas Midstream,32446146560.0,0.27765,19
PRU,NYQ,Financial Services,Insurance - Life,32374439936.0,0.0584,25
GEHC,NMS,Healthcare,Medical Devices,31780610048.0,0.10104,4
VIK,NYQ,Consumer Cyclical,Travel Services,30308993024.0,0.17650999,2
A,NYQ,Healthcare,Diagnostics & Research,31480053760.0,0.18259001,27
SATS,NMS,Communication Services,Telecom Services,31730124800.0,-0.96616,18
CPRT,NMS,Industrials,Specialty Business Services,31809060864.0,0.33758,32
EC,NYQ,Energy,Oil & Gas Integrated,31815256064.0,0.075430006,18
DLMAY,PNK,Consumer Defensive,Discount Stores,31376668672.0,0.1859,1
OTIS,NYQ,Industrials,Specialty Industrial Machinery,30997997568.0,0.0959,6
RYAAY,NMS,Industrials,Airlines,30180851712.0,0.14619,29
HAL,NYQ,Energy,Oil & Gas Equipment & Services,30744619008.0,0.05783,54
IRM,NYQ,Real Estate,REIT - Specialty,29468143616.0,0.02095,30
INSM,NMS,Healthcare,Biotechnology,29315059712.0,-2.10542,26
EL,NYQ,Consumer Defensive,Household & Personal Products,31079585792.0,-0.012130001,31
SYM,NGM,Industrials,Specialty Industrial Machinery,30186061824.0,-0.00467,5
HBAN,NMS,Financial Services,Banks - Regional,30740135936.0,0.28744,46
NBIS,NMS,Communication Services,Internet Content & Information,29759856640.0,0.19195999,2
FISV,NMS,,,30695208960.0,,40
ATO,NYQ,Utilities,Utilities - Regulated Gas,29860075520.0,0.25667998,43
DTE,NYQ,Utilities,Utilities - Regulated Electric,29450541056.0,0.09245,64
AMRZ,NYQ,Basic Materials,Building Materials,29146294272.0,0.1003,1
VEEV,NYQ,Healthcare,Health Information Services,30257768448.0,0.28445,13
UAL,NMS,Industrials,Airlines,29120231424.0,0.056760002,20
AEE,NYQ,Utilities,Utilities - Regulated Electric,29317582848.0,0.1719,28
DVN,NYQ,Energy,Oil & Gas E&P,30182062080.0,0.16473,41
EXR,NYQ,Real Estate,REIT - Industrial,28865017856.0,0.28261998,22
CHLSY,PNK,Consumer Defensive,Confectioners,29818417152.0,0.122209996,2
SHG,NYQ,Financial Services,Banks - Regional,30757398528.0,0.31623,23
VICI,NYQ,Real Estate,REIT - Diversified,28676208640.0,0.69281,8
CBOE,BTS,Financial Services,Financial Data & Stock Exchanges,29720393728.0,0.23334,16
CTSH,NMS,Technology,Information Technology Services,29957865472.0,0.10564999,28
TDY,NYQ,Technology,Scientific & Technical Instruments,28539783168.0,0.14632,27
WAT,NYQ,Healthcare,Diagnostics & Research,29331478528.0,0.20302,31
HPE,NYQ,Technology,Communication Equipment,28821856256.0,-0.0033000002,11
XYL,NYQ,Industrials,Specialty Industrial Machinery,29323413504.0,0.10592,15
EXPE,NMS,Consumer Cyclical,Travel Services,28817750016.0,0.08783,21
FSNUY,PNK,Healthcare,Medical Care Facilities,29265807360.0,0.05092,14
STM,NYQ,Technology,Semiconductors,27869140992.0,0.01407,32
MTB,NYQ,Financial Services,Banks - Regional,29524400128.0,0.3104,46
TPR,NYQ,Consumer Cyclical,Luxury Goods,28831059968.0,0.0695,26
DOV,NYQ,Industrials,Specialty Industrial Machinery,28715767808.0,0.13518,46
NTRA,NMS,Healthcare,Diagnostics & Research,27677278208.0,-0.09026,11
FE,NYQ,Utilities,Utilities - Regulated Electric,28052860928.0,0.06845,29
CKHGF,PNK,Financial Services,Banks - Regional,28681627648.0,0.38935003,9
FTS,NYQ,Utilities,Utilities - Regulated Electric,27937443840.0,0.14782,16
JBL,NYQ,Technology,Electronic Components,27093508096.0,0.02477,33
TS,NYQ,Energy,Oil & Gas Equipment & Services,28179044352.0,0.16132,24
CNP,NYQ,Utilities,Utilities - Regulated Electric,27487940608.0,0.11243,64
PPL,NYQ,Utilities,Utilities - Regulated Electric,27460263936.0,0.13061,46
IQV,NYQ,Healthcare,Diagnostics & Research,28182079488.0,0.083380006,13
RJF,NYQ,Financial Services,Asset Management,28398145536.0,0.14758,43
VRSK,NMS,Industrials,Consulting Services,28118417408.0,0.2956,17
EIX,NYQ,Utilities,Utilities - Regulated Electric,26847191040.0,0.23083,53
TW,NMS,Financial Services,Capital Markets,27342569472.0,0.39639,7
WTW,NMS,Financial Services,Insurance Brokers,27886784512.0,0.16533001,25
DG,NYQ,Consumer Defensive,Discount Stores,27409201152.0,0.0354,17
DOW,NYQ,Basic Materials,Chemicals,26374051840.0,-0.065630004,7
BIIB,NMS,Healthcare,Drug Manufacturers - General,26630803456.0,0.13071999,35
CHTR,NMS,Communication Services,Telecom Services,26973786112.0,0.09105,16
FTI,NYQ,Energy,Oil & Gas Equipment & Services,26398982144.0,0.097040005,25
AWK,NYQ,Utilities,Utilities - Regulated Water,26507384832.0,0.21615,18
STZ,NYQ,Consumer Defensive,Beverages - Brewers,26047924224.0,0.11826,34
FICO,NYQ,Technology,Software - Application,26749552640.0,0.31886998,39
RDDT,NYQ,Communication Services,Internet Content & Information,26716354560.0,0.24051,2
RPRX,NMS,Healthcare,Biotechnology,26236643328.0,0.32417,6
DXCM,NMS,Healthcare,Medical Devices,26111586304.0,0.17939,21
HUBB,NYQ,Industrials,Electrical Equipment & Parts,25291098112.0,0.15178001,54
ES,NYQ,Utilities,Utilities - Regulated Electric,25034358784.0,0.124919996,53
BAP,NYQ,Financial Services,Banks - Regional,25527472128.0,0.33456,31
ROL,NYQ,Consumer Cyclical,Personal Services,25622970368.0,0.14004,46
PBA,NYQ,Energy,Oil & Gas Midstream,26161205248.0,0.21779,16
EXE,NMS,Energy,Oil & Gas E&P,25799540736.0,0.15628,5
KHC,NMS,Consumer Defensive,Packaged Foods,25533374464.0,-0.23437999,11
PHG,NYQ,Healthcare,Medical Devices,25164288000.0,0.05019,46
CTRA,NYQ,Energy,Oil & Gas E&P,25792495616.0,0.2456,36
NTRS,NMS,Financial Services,Asset Management,25670793216.0,0.21459,46
CW,NYQ,Industrials,Aerospace & Defense,24746459136.0,0.13842,46
FIS,NYQ,Technology,Information Technology Services,25783789568.0,0.03578,25
GELHY,PNK,Consumer Cyclical,Auto Manufacturers,25257498624.0,0.04881,16
WRB,NYQ,Financial Services,Insurance - Property & Casualty,24982591488.0,0.120979995,53
RSHGY,PNK,Financial Services,Banks - Regional,24102340608.0,0.24778,1
ZS,NMS,Technology,Software - Infrastructure,24354967552.0,-0.02253,8
AXIA,NYQ,Utilities,Utilities - Renewable,23612925952.0,0.15887,18
VIV,NYQ,Communication Services,Telecom Services,24559538176.0,0.1035,28
MTZ,NYQ,Industrials,Engineering & Construction,23716040704.0,0.02791,53
CASY,NMS,Consumer Cyclical,Specialty Retail,24450459648.0,0.03828,43
FTAI,NMS,Industrials,Rental & Leasing Services,23594932224.0,0.19983,11
CINF,NMS,Financial Services,Insurance - Property & Casualty,24718012416.0,0.18945,46
FOXA,NMS,Communication Services,Entertainment,24596400128.0,0.11407,7
CFG,NYQ,Financial Services,Banks - Regional,24489304064.0,0.23969,12
TELNY,OQX,Communication Services,Telecom Services,24468553728.0,0.10694,26
STLD,NMS,Basic Materials,Steel,23936163840.0,0.06523,30
FLEX,NMS,Technology,Electronic Components,22793875456.0,0.03175,32
MTD,NYQ,Healthcare,Diagnostics & Research,24605650944.0,0.21587,29
TSCO,NMS,Consumer Cyclical,Specialty Retail,24091099136.0,0.07061,32
BCE,NYQ,Communication Services,Telecom Services,24117172224.0,0.26402,44
LYB,NYQ,Basic Materials,Specialty Chemicals,23621502976.0,-0.02471,16
ULTA,NMS,Consumer Cyclical,Specialty Retail,23762987008.0,0.09308,19
OMC,NYQ,Communication Services,Advertising Agencies,23614150656.0,-0.00316,46
ON,NMS,Technology,Semiconductors,23844943872.0,0.020179998,26
GFS,NMS,Technology,Semiconductors,23654041600.0,0.13032,5
DRI,NYQ,Consumer Cyclical,Restaurants,23617509376.0,0.08924,31
CMS,NYQ,Utilities,Utilities - Regulated Electric,22803843072.0,0.12542,53
MKL,NYQ,Financial Services,Insurance - Property & Casualty,23648632832.0,0.12701,40
SYF,NYQ,Financial Services,Credit Services,23839725568.0,0.36408,12
BG,NYQ,Consumer Defensive,Farm Products,22863099904.0,0.0116,25
UMC,NYQ,Technology,Semiconductors,23147028480.0,0.17561,26
Q,NYQ,Technology,Semiconductor Equipment & Materials,22557202432.0,0.14556,1
AVB,NYQ,Real Estate,REIT - Residential,22849175552.0,0.34569,32
EQR,NYQ,Real Estate,REIT - Residential,22736193536.0,0.36202,33
TECK,NYQ,Basic Materials,Other Industrial Metals & Mining,22248982528.0,0.13024999,24
LEN,NYQ,Consumer Cyclical,Residential Construction,22422099968.0,0.0539,46
UTHR,NMS,Healthcare,Drug Manufacturers - Specialty & Generic,22977982464.0,0.41936,27
FUJIY,PNK,Industrials,Conglomerates,22981681152.0,0.08271,45
WIT,NYQ,Technology,Information Technology Services,22524753920.0,0.14594,26
LPLA,NMS,Financial Services,Capital Markets,23469899776.0,0.05203,16
AER,NYQ,Industrials,Rental & Leasing Services,22399887360.0,0.44037998,20
BRO,NYQ,Financial Services,Insurance Brokers,22892265472.0,0.18289,45
ZM,NMS,Technology,Software - Application,22684295168.0,0.39027,7
CHD,NYQ,Consumer Defensive,Household & Personal Products,22737917952.0,0.11878,46
PHM,NYQ,Consumer Cyclical,Residential Construction,22009817088.0,0.12816,46
SLV,PCX,,,21006002176.0,,20
NMR,NYQ,Financial Services,Capital Markets,22061780992.0,0.17627001,25
BNTX,NMS,Healthcare,Biotechnology,22435813376.0,-0.39587003,7
NI,NYQ,Utilities,Utilities - Regulated Gas,21543563264.0,0.13994001,53
VLTO,NYQ,Industrials,Pollution & Treatment Controls,22006593536.0,0.17082001,3
EFX,NYQ,Industrials,Consulting Services,21788588032.0,0.1087,46
VRSN,NMS,Technology,Software - Infrastructure,22320306176.0,0.49842998,28
FCNCA,NMS,Financial Services,Banks - Regional,22355679232.0,0.24413,40
RF,NYQ,Financial Services,Banks - Regional,22237587456.0,0.30556,46
WWD,NMS,Industrials,Aerospace & Defense,21199865856.0,0.12893,32
PPG,NYQ,Basic Materials,Specialty Chemicals,21757706240.0,0.09928001,46
XPO,NYQ,Industrials,Trucking,21346328576.0,0.03874,23
MDB,NGM,Technology,Software - Infrastructure,21256271872.0,-0.02888,9
LH,NYQ,Healthcare,Diagnostics & Research,21802700800.0,0.06282,36
L,NYQ,Financial Services,Insurance - Property & Casualty,21823250432.0,0.09033,46
WSM,NYQ,Consumer Cyclical,Specialty Retail,21299906560.0,0.13942,43
SOFI,NMS,Financial Services,Credit Services,21551958016.0,0.13432999,5
PSTG,NYQ,Technology,Computer Hardware,20678649856.0,0.05138,11
DGX,NYQ,Healthcare,Diagnostics & Research,21721182208.0,0.089899994,30
ALAB,NMS,Technology,Semiconductors,19751690240.0,0.25704,2
DLTR,NMS,Consumer Defensive,Discount Stores,21062529024.0,0.06607,31
FSLR,NMS,Technology,Solar,20691705856.0,0.2928,20
STE,NYQ,Healthcare,Medical Devices,21595285504.0,0.12144,34
SQM,NYQ,Basic Materials,Specialty Chemicals,20325988352.0,0.12852,33
LDOS,NYQ,Technology,Information Technology Services,21207336960.0,0.084309995,20
LUV,NYQ,Industrials,Airlines,20381081600.0,0.01571,46
EDPFY,PNK,Utilities,Utilities - Diversified,20915982336.0,0.07367,29
KEY,NYQ,Financial Services,Banks - Regional,21150058496.0,0.26102,39
KEP,NYQ,Utilities,Utilities - Regulated Electric,20530012160.0,0.0877,32
RCI,NYQ,Communication Services,Telecom Services,20625801216.0,0.31752002,30
TSN,NYQ,Consumer Defensive,Farm Products,20483954688.0,0.0036300002,46
CHRW,NMS,Industrials,Integrated Freight & Logistics,20032686080.0,0.036170002,29
MRNA,NMS,Healthcare,Biotechnology,20291987456.0,-1.4516499,8
BEP,NYQ,Utilities,Utilities - Renewable,19908556800.0,0.00858,21
RL,NYQ,Consumer Cyclical,Apparel Manufacturing,20003534848.0,0.11726,29
TU,NYQ,Communication Services,Telecom Services,20480319488.0,0.0547,30
NTAP,NMS,Technology,Software - Infrastructure,20025882624.0,0.18065001,31
SBS,NYQ,Utilities,Utilities - Regulated Water,19599230976.0,0.22215,24
PAAS,NYQ,Basic Materials,Gold,19681488896.0,0.27024,31
BR,NYQ,Technology,Information Technology Services,20356304896.0,0.14864,19
KOF,NYQ,Consumer Defensive,Beverages - Non-Alcoholic,19878076416.0,0.08173,33
HKHHY,OQX,Consumer Defensive,Beverages - Brewers,20172232704.0,0.03311,13
ATI,NYQ,Industrials,Metal Fabrication,19417569280.0,0.08813,27
DIDIY,PNK,Technology,Software - Application,20337252352.0,0.00438,5
HUM,NYQ,Healthcare,Healthcare Plans,20489254912.0,0.00916,45
RIVN,NMS,Consumer Cyclical,Auto Manufacturers,18503157760.0,-0.67681,5
GIS,NYQ,Consumer Defensive,Packaged Foods,19747872768.0,0.12053,46
USFD,NYQ,Consumer Defensive,Food Distribution,19930961920.0,0.01715,10
ROIV,NMS,Healthcare,Biotechnology,19824920576.0,0.0,6
CPAY,NYQ,Technology,Software - Infrastructure,20110141440.0,0.23625,16
EXAS,NCM,Healthcare,Diagnostics & Research,20026083328.0,-0.06404,25
NVT,NYQ,Industrials,Electrical Equipment & Parts,18809137152.0,0.18243,8
CRDO,NMS,Technology,Semiconductors,19072122880.0,0.31809,4
EXPD,NYQ,Industrials,Integrated Freight & Logistics,19613964288.0,0.07321,42
BCH,NYQ,Financial Services,Banks - Regional,18829584384.0,0.45091,24
RVMD,NMS,Healthcare,Biotechnology,18981046272.0,0.0,6
TEAM,NMS,Technology,Software - Application,19445852160.0,-0.03285,11
LULU,NMS,Consumer Cyclical,Apparel Retail,19100598272.0,0.14224,19
BURL,NYQ,Consumer Cyclical,Apparel Retail,19531284480.0,0.05283,13
IHG,NYQ,Consumer Cyclical,Lodging,19329333248.0,0.14608,23
CF,NYQ,Basic Materials,Agricultural Inputs,19481233408.0,0.20538999,21
IOT,NYQ,Technology,Software - Infrastructure,19239131136.0,-0.00563,5
FUTU,NGM,Financial Services,Capital Markets,18798497792.0,0.53761,7
FN,NYQ,Technology,Electronic Components,18138241024.0,0.096870005,16
SW,NYQ,Consumer Cyclical,Packaging & Containers,18983235584.0,0.02242,18
ILMN,NMS,Healthcare,Diagnostics & Research,19010058240.0,0.19572,26
TWLO,NYQ,Technology,Software - Infrastructure,18816667648.0,0.0066799996,10
ZTO,NYQ,Industrials,Integrated Freight & Logistics,18633664512.0,0.18495001,10
SBAC,NMS,Real Estate,REIT - Specialty,18399643648.0,0.37427,27
ALB,NYQ,Basic Materials,Specialty Chemicals,18466658304.0,-0.09929,32
BWXT,NYQ,Industrials,Aerospace & Defense,18266157056.0,0.10285,16
RGLD,NMS,Basic Materials,Gold,18251980800.0,0.42476,45
GPN,NYQ,Industrials,Specialty Business Services,19173240832.0,0.18169,25
JBHT,NMS,Industrials,Integrated Freight & Logistics,19037003776.0,0.04986,43
AS,NYQ,Consumer Cyclical,Leisure,17871677440.0,0.06509,2
TROW,NMS,Financial Services,Asset Management,18795704320.0,0.28533,40
FWONA,NMS,Communication Services,Entertainment,18662877184.0,0.123830006,13
YUMC,NYQ,Consumer Cyclical,Restaurants,18214375424.0,0.07875,10
PFG,NMS,Financial Services,Asset Management,18689355776.0,0.075840004,25
CRS,NYQ,Industrials,Metal Fabrication,18054340608.0,0.14771,53
STLA,NYQ,Consumer Cyclical,Auto Manufacturers,18341068800.0,-0.14571,16
